IncidentID,Keywords,activities,causes,consequences,equipment
1224,"collision, damage to equipment",transportation_act3,causes_NA,"plant_con7, transport_con8",equipment_NA
1225,ship ran aground,transportation_act3,external_cau3,consequences_NA,equipment_NA
1226,keyword_NA,transportation_act3,causes_NA,"environmental_con1, plant_con7",pipingfittings_eq5
1227,sinking,transportation_act3,causes_NA,transport_con8,"storage_eq13, transport_eq16"
1228,"transportation, spill",transportation_act3,causes_NA,"environmental_con1, plant_con7",pipingfittings_eq5
1229,"fire - consequence, collision, sinking",transportation_act3,external_cau3,"fire_con3, transport_con8",equipment_NA
1230,"fatality, mechanical equipment failure",transportation_act3,causes_NA,explosion_con2,storage_eq13
1231,"spill, collision",transportation_act3,external_cau3,environmental_con1,equipment_NA
1232,"spill, collision",transportation_act3,external_cau3,environmental_con1,storage_eq13
1233,keyword_NA,transportation_act3,external_cau3,environmental_con1,transport_eq16
1234,material transfer,transportation_act3,equipment_cau2,explosion_con2,", storage_eq13"
1235,collision,transportation_act3,causes_NA,transport_con8,transport_eq16
1236,"sinking, fatality, injury",transportation_act3,causes_NA,"explosion_con2, transport_con8",equipment_NA
1237,"ecological damage, transportation",transportation_act3,causes_NA,"environmental_con1, plant_con7",pipingfittings_eq5
1238,keyword_NA,transportation_act3,causes_NA,transport_con8,equipment_NA
1239,collision,transportation_act3,external_cau3,environmental_con1,storage_eq13
1240,"drilling/digging/ploughing vehicles, spill, natural gas",transportation_act3,causes_NA,"environmental_con1, plant_con7",pipingfittings_eq5
1241,"spill, loss of control, cyanide product",transportation_act3,external_cau3,environmental_con1,storage_eq13
1242,"vessel overturned, collision",transportation_act3,external_cau3,plant_con7,equipment_NA
1243,"fire - consequence, earth movement, transportation",transportation_act3,equipment_cau2,"fire_con3, plant_con7",", pipingfittings_eq5"
1244,"fire - consequence, transportation, human causes",transportation_act3,causes_NA,"explosion_con2, fire_con3",pipingfittings_eq5
1245,"transportation, damage to equipment, fatality",transportation_act3,causes_NA,"explosion_con2, plant_con7",pipingfittings_eq5
1246,spill,transportation_act3,external_cau3,environmental_con1,transport_eq16
1247,derailment - consequence,transportation_act3,causes_NA,transport_con8,equipment_NA
1248,"evacuation, fatality, injury",transportation_act3,causes_NA,consequences_NA,"storage_eq13, transport_eq16"
1249,"gas / vapour release, design or procedure error, fatality",transportation_act3,causes_NA,environmental_con1,storage_eq13
1250,"collision, sinking, fatality, pollution, heavy seas",transportation_act3,external_cau3,"environmental_con1, transport_con8",transport_eq16
1251,"human causes, spill",transportation_act3,causes_NA,"environmental_con1, plant_con7",pipingfittings_eq5
1252,evacuation,transportation_act3,causes_NA,consequences_NA,equipment_NA
1253,"derailment - consequence, damage to equipment",transportation_act3,causes_NA,"environmental_con1, plant_con7, transport_con8",transport_eq16
1254,fatality,transportation_act3,causes_NA,environmental_con1,storage_eq13
1255,fire - consequence,transportation_act3,causes_NA,fire_con3,equipment_NA
1256,collision,transportation_act3,external_cau3,environmental_con1,storage_eq13
1257,"damage to equipment, offshore, collision","transportation_act3, uncategorised_act4",external_cau3,plant_con7,transport_eq16
1258,keyword_NA,transportation_act3,external_cau3,environmental_con1,transport_eq16
1259,derailment,transportation_act3,causes_NA,consequences_NA,transport_eq16
1260,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1261,"explosion, evacuation, fire - consequence, fatality, product loss",transportation_act3,causes_NA,"explosion_con2, fire_con3, plant_con7",pipingfittings_eq5
1262,"derailment, evacuation",transportation_act3,causes_NA,"environmental_con1, plant_con7",transport_eq16
1263,damage to equipment,transportation_act3,causes_NA,"environmental_con1, plant_con7",equipment_NA
1264,"drilling/digging/ploughing vehicles, excavation, fatality","transportation_act3, uncategorised_act4",causes_NA,explosion_con2,pipingfittings_eq5
1265,keyword_NA,transportation_act3,external_cau3,environmental_con1,transport_eq16
1266,keyword_NA,transportation_act3,causes_NA,environmental_con1,pipingfittings_eq5
1267,keyword_NA,transportation_act3,causes_NA,environmental_con1,pipingfittings_eq5
1268,"fire - consequence, gas / vapour release",transportation_act3,causes_NA,"environmental_con1, fire_con3",equipment_NA
1269,environmental,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1270,"fire - consequence, contamination",transportation_act3,causes_NA,"explosion_con2, fire_con3, plant_con7",transport_eq16
1271,"material of construction failure, pollution",transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1272,keyword_NA,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1273,fire - consequence,transportation_act3,causes_NA,fire_con3,equipment_NA
1274,pollution,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1275,injury,transportation_act3,causes_NA,consequences_NA,equipment_NA
1276,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1277,pipeline,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1278,"weld failure, fire - consequence",transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1279,compressor,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1280,"spill, pollution",transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1281,"fire - consequence, pipeline failure",transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1282,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1283,evacuation,transportation_act3,causes_NA,consequences_NA,transport_eq16
1284,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1285,keyword_NA,transportation_act3,causes_NA,consequences_NA,transport_eq16
1286,fire - consequence,transportation_act3,external_cau3,explosion_con2,pipingfittings_eq5
1287,mechanical equipment failure,transportation_act3,causes_NA,consequences_NA,"pipingfittings_eq5, transport_eq16"
1288,keyword_NA,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1289,environmental,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1290,"fire - consequence, derailment",transportation_act3,causes_NA,plant_con7,equipment_NA
1291,derailment,transportation_act3,causes_NA,consequences_NA,transport_eq16
1292,seal failure,transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1293,keyword_NA,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1294,keyword_NA,transportation_act3,external_cau3,explosion_con2,pipingfittings_eq5
1295,keyword_NA,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1296,keyword_NA,transportation_act3,external_cau3,explosion_con2,pipingfittings_eq5
1297,fire - consequence,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1298,keyword_NA,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1299,fire - consequence,transportation_act3,causes_NA,explosion_con2,pipingfittings_eq5
1300,"fire - consequence, collision, loss of control, spill",transportation_act3,external_cau3,consequences_NA,transport_eq16
1301,"collision, fire - consequence",transportation_act3,external_cau3,consequences_NA,equipment_NA
1302,keyword_NA,transportation_act3,external_cau3,explosion_con2,pipingfittings_eq5
1303,"spill, environmental, ship ran aground",transportation_act3,external_cau3,consequences_NA,transport_eq16
1304,keyword_NA,transportation_act3,process_cau6,consequences_NA,equipment_NA
1305,keyword_NA,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1306,"fire - consequence, evacuation",transportation_act3,causes_NA,consequences_NA,transport_eq16
1307,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1308,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1309,"fire - consequence, derailment, chemicals unknown",transportation_act3,causes_NA,consequences_NA,equipment_NA
1310,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1311,"derailment, gas / vapour release, fire - consequence, chemicals unknown",transportation_act3,causes_NA,consequences_NA,transport_eq16
1312,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1313,"derailment, spill",transportation_act3,external_cau3,consequences_NA,equipment_NA
1314,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1315,"vandalism, spill",transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1316,"ship ran aground, pollution",transportation_act3,external_cau3,consequences_NA,equipment_NA
1317,"ship ran aground, weather effects, fire - consequence, ecological damage",transportation_act3,external_cau3,consequences_NA,equipment_NA
1318,sabotage,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1319,keyword_NA,transportation_act3,causes_NA,consequences_NA,equipment_NA
1320,fire - consequence,transportation_act3,external_cau3,consequences_NA,transport_eq16
1321,keyword_NA,"transportation_act3, uncategorised_act4",causes_NA,plant_con7,pipingfittings_eq5
1322,"explosion, pollution, sabotage",transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1323,"gas / vapour release, operator error",transportation_act3,human_cau4,consequences_NA,pipingfittings_eq5
1324,unknown chemicals,transportation_act3,causes_NA,consequences_NA,equipment_NA
1325,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1326,"ship ran aground, pollution",transportation_act3,external_cau3,consequences_NA,equipment_NA
1327,"pollution, fire - consequence",transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1328,pollution,transportation_act3,equipment_cau2,plant_con7,", pipingfittings_eq5"
1329,keyword_NA,transportation_act3,external_cau3,consequences_NA,transport_eq16
1330,keyword_NA,transportation_act3,causes_NA,consequences_NA,equipment_NA
1331,fire - consequence,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1332,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1333,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1334,"fire - consequence, damage to equipment",transportation_act3,equipment_cau2,plant_con7,", pipingfittings_eq5"
1335,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1336,"fire - consequence, earth movement",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1337,damage to equipment,transportation_act3,external_cau3,plant_con7,pipingfittings_eq5
1338,keyword_NA,transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1339,sabotage,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1340,"evacuation, nitrogen peroxide",transportation_act3,causes_NA,plant_con7,transport_eq16
1341,gas / vapour release,transportation_act3,causes_NA,consequences_NA,transport_eq16
1342,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1343,"rail incidents, derailment, fire - consequence",transportation_act3,external_cau3,consequences_NA,transport_eq16
1344,fire - consequence,transportation_act3,causes_NA,consequences_NA,storage_eq13
1345,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1346,damage to equipment,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1347,collision,transportation_act3,causes_NA,transport_con8,transport_eq16
1348,sinking,transportation_act3,causes_NA,transport_con8,equipment_NA
1349,"sinking, fire - consequence",transportation_act3,causes_NA,transport_con8,equipment_NA
1350,gas / vapour release,transportation_act3,external_cau3,consequences_NA,transport_eq16
1351,keyword_NA,transportation_act3,external_cau3,consequences_NA,transport_eq16
1352,"fire - consequence, collision",transportation_act3,external_cau3,consequences_NA,equipment_NA
1353,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,transport_eq16
1354,fire - consequence,transportation_act3,causes_NA,consequences_NA,equipment_NA
1355,"marine tanker, pollution",transportation_act3,external_cau3,consequences_NA,transport_eq16
1356,fire - consequence,transportation_act3,external_cau3,consequences_NA,transport_eq16
1357,derailment - consequence,transportation_act3,external_cau3,transport_con8,transport_eq16
1358,fire - consequence,transportation_act3,process_cau6,consequences_NA,transport_eq16
1359,keyword_NA,transportation_act3,causes_NA,consequences_NA,equipment_NA
1360,leak,transportation_act3,causes_NA,consequences_NA,storage_eq13
1361,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1362,fire - consequence,transportation_act3,causes_NA,consequences_NA,transport_eq16
1363,"fire - consequence, marine tanker",transportation_act3,causes_NA,consequences_NA,transport_eq16
1364,"overpressurisation, operation inadequate",transportation_act3,process_cau6,nearmiss_con5,pipingfittings_eq5
1365,keyword_NA,transportation_act3,external_cau3,consequences_NA,transport_eq16
1366,"fire - consequence, plant shutdown",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1367,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1368,"pipeline failure, fire - consequence, corrosion, spill",transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1369,sabotage,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1370,keyword_NA,transportation_act3,causes_NA,consequences_NA,transport_eq16
1371,"derailment, fire - consequence, collision",transportation_act3,causes_NA,transport_con8,transport_eq16
1372,fire - consequence,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1373,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1374,fire - consequence,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1375,"collision, evacuation",transportation_act3,external_cau3,consequences_NA,equipment_NA
1376,drums,transportation_act3,causes_NA,consequences_NA,"storage_eq13, transport_eq16"
1377,"collision, gas / vapour release, evacuation",transportation_act3,external_cau3,consequences_NA,equipment_NA
1378,"derailment, fire - consequence",transportation_act3,external_cau3,consequences_NA,transport_eq16
1379,"explosion, fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,transport_eq16
1380,"spill, inspection inadequate",transportation_act3,human_cau4,consequences_NA,equipment_NA
1381,keyword_NA,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1382,"fire - consequence, fatality",transportation_act3,causes_NA,consequences_NA,transport_eq16
1383,excavation damage,"transportation_act3, uncategorised_act4",external_cau3,plant_con7,pipingfittings_eq5
1384,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1385,keyword_NA,transportation_act3,causes_NA,consequences_NA,equipment_NA
1386,ship ran aground,transportation_act3,external_cau3,consequences_NA,equipment_NA
1387,fire - consequence,transportation_act3,external_cau3,plant_con7,pipingfittings_eq5
1388,fire - consequence,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1389,"sabotage, gas / vapour release",transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1390,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1391,"collision, gas / vapour release, spill",transportation_act3,causes_NA,transport_con8,transport_eq16
1392,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1393,"fire - consequence, damage to equipment",transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1394,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1395,"weather effects, damage to equipment, spill",transportation_act3,causes_NA,plant_con7,"storage_eq13, transport_eq16"
1396,sabotage,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1397,keyword_NA,transportation_act3,causes_NA,consequences_NA,equipment_NA
1398,fire - consequence,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1399,"offshore, evacuation, weather effects","transportation_act3, uncategorised_act4",causes_NA,nearmiss_con5,equipment_NA
1400,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1401,damage to equipment,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1402,keyword_NA,transportation_act3,causes_NA,plant_con7,storage_eq13
1403,keyword_NA,transportation_act3,causes_NA,consequences_NA,transport_eq16
1404,damage to equipment,transportation_act3,causes_NA,plant_con7,storage_eq13
1405,"corrosion, spill",transportation_act3,equipment_cau2,consequences_NA,", pipingfittings_eq5"
1406,keyword_NA,transportation_act3,causes_NA,consequences_NA,pipingfittings_eq5
1407,"damage to equipment, pollution, inadequate guarding, derailment",transportation_act3,human_cau4,plant_con7,equipment_NA
1408,"gas / vapour release, sabotage",transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1409,ecological damage,transportation_act3,causes_NA,consequences_NA,transport_eq16
1410,sabotage,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1411,spill,transportation_act3,causes_NA,consequences_NA,equipment_NA
1412,keyword_NA,transportation_act3,causes_NA,consequences_NA,storage_eq13
1413,material transfer,transportation_act3,causes_NA,consequences_NA,equipment_NA
1414,explosion,transportation_act3,causes_NA,plant_con7,pipingfittings_eq5
1415,"gas / vapour release, environmental",transportation_act3,causes_NA,consequences_NA,transport_eq16
1416,"fatality, road transport, road transportation",transportation_act3,causes_NA,consequences_NA,equipment_NA
1417,"weather effects, spill",transportation_act3,causes_NA,consequences_NA,storage_eq13
1418,keyword_NA,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1419,keyword_NA,transportation_act3,causes_NA,consequences_NA,transport_eq16
1420,spill,transportation_act3,external_cau3,consequences_NA,pipingfittings_eq5
1421,"spill, collision",transportation_act3,external_cau3,consequences_NA,transport_eq16
1422,"fire - consequence, spill",transportation_act3,external_cau3,consequences_NA,equipment_NA
1423,"explosion, laboratory work, evacuation",uncategorised_act4,causes_NA,"explosion_con2, people_con6",storage_eq13
1424,"fire - consequence, warehousing, evacuation, gas / vapour release, injury",uncategorised_act4,causes_NA,"environmental_con1, explosion_con2, fire_con3, people_con6",storage_eq13
1425,mining,uncategorised_act4,causes_NA,explosion_con2,equipment_NA
1426,"fire - consequence, storage tanks, injury, unidentified cause",uncategorised_act4,"process_cau6, unidentified_cau7","fire_con3, people_con6",equipment_NA
1427,"storage tanks, gas / vapour release, bursting disc failure, injury",uncategorised_act4,causes_NA,"environmental_con1, people_con6",equipment_NA
1428,"fire - consequence, storage tanks",uncategorised_act4,causes_NA,fire_con3,equipment_NA
1429,"mining, fatality",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1430,"fire - consequence, laboratory work, burns, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6",equipment_NA
1431,"fire - consequence, exploration, plant / property / equipment, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6",equipment_NA
1432,"fire - consequence, laboratory work, protective safety equipment",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1433,"gas / vapour release, evacuation, warehousing, injury",uncategorised_act4,causes_NA,"environmental_con1, explosion_con2, people_con6",storage_eq13
1434,"fire - consequence, warehousing, evacuation, unidentified cause",uncategorised_act4,"process_cau6, unidentified_cau7","fire_con3, people_con6",equipment_NA
1435,"drilling/digging/ploughing vehicles, fire - consequence",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",pipingfittings_eq5
1436,"fire - consequence, laboratory work, unwanted chemical reaction, burns, evacuation, damage to equipment, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6, plant_con7",equipment_NA
1437,fatality,uncategorised_act4,causes_NA,"people_con6, plant_con7",equipment_NA
1438,fatality,uncategorised_act4,causes_NA,people_con6,"mechancalhandling_eq3, packaging_eq4"
1439,"fire - consequence, damage to equipment, warehousing, gas / vapour release, ecological damage",uncategorised_act4,causes_NA,"environmental_con1, fire_con3, people_con6, plant_con7",storage_eq13
1440,"fire - consequence, warehousing, damage to equipment, injury, gas / vapour release",uncategorised_act4,causes_NA,"environmental_con1, fire_con3, people_con6, plant_con7",storage_eq13
1441,"black powder (gunpowder), warehousing, damage to equipment, fatality, people, injury",uncategorised_act4,causes_NA,"explosion_con2, people_con6, plant_con7",storage_eq13
1442,"fire - consequence, explosion, fatality, solids processing, injury, mining",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1443,"demolition, fatality",uncategorised_act4,causes_NA,"people_con6, plant_con7",heatingcooling_eq2
1444,"fire - consequence, evacuation, warehousing",uncategorised_act4,causes_NA,"fire_con3, people_con6",storage_eq13
1445,"fire - consequence, warehousing, damage to equipment, storage tanks, cylinder, burns, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6, plant_con7",storage_eq13
1446,"laboratory work, evacuation, burns, container, injury",uncategorised_act4,causes_NA,"explosion_con2, people_con6",storage_eq13
1447,"fire - consequence, storage, damage to equipment",uncategorised_act4,causes_NA,"fire_con3, plant_con7",storage_eq13
1448,"evacuation, laboratory work, gas / vapour release",uncategorised_act4,causes_NA,"environmental_con1, people_con6",equipment_NA
1449,"gas / vapour release, fire - consequence, evacuation, fatality",uncategorised_act4,causes_NA,"environmental_con1, fire_con3, people_con6",equipment_NA
1450,"excavation, contamination, preventative measures",uncategorised_act4,causes_NA,plant_con7,equipment_NA
1451,human causes,uncategorised_act4,causes_NA,environmental_con1,pipingfittings_eq5
1452,"offshore, exploration, evacuation, weather effects",uncategorised_act4,causes_NA,people_con6,equipment_NA
1453,"marine tanker, demolition, fatality, injury",uncategorised_act4,causes_NA,"explosion_con2, people_con6",transport_eq16
1454,"fire - consequence, storage tanks, explosion",uncategorised_act4,causes_NA,"explosion_con2, fire_con3",equipment_NA
1455,"gas / vapour release, people, damage by backhoe, bulldozer/jcb/digger, chemical fumes, injury",uncategorised_act4,external_cau3,"environmental_con1, people_con6",transport_eq16
1456,"fire - consequence, warehousing, burns, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6",storage_eq13
1457,fatality,uncategorised_act4,causes_NA,"people_con6, plant_con7","mechancalhandling_eq3, packaging_eq4"
1458,"fire - consequence, laboratory work, unknown chemicals, unidentified cause",uncategorised_act4,"process_cau6, unidentified_cau7",fire_con3,equipment_NA
1459,"warehousing, fire - consequence, fatality, evacuation, injury",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",storage_eq13
1460,"fire - consequence, fatality, storage, injury",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1461,"fire - consequence, gas / vapour release",uncategorised_act4,causes_NA,"environmental_con1, fire_con3",equipment_NA
1462,"fire - consequence, gas / vapour release, plant / property / equipment",uncategorised_act4,causes_NA,"environmental_con1, explosion_con2, fire_con3",equipment_NA
1463,"fatality, injury, mining",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1464,"fire - consequence, gas / vapour release, injury, unknown chemicals",uncategorised_act4,causes_NA,"environmental_con1, fire_con3, people_con6",equipment_NA
1465,"environmental, warehousing, fire - consequence, injury, damage to equipment",uncategorised_act4,causes_NA,"environmental_con1, fire_con3, people_con6, plant_con7",storage_eq13
1466,"fatality, injury, mining",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1467,"fire - consequence, warehousing, evacuation, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6",storage_eq13
1468,"human causes, rupture, fire - consequence, injury",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6, plant_con7",equipment_NA
1469,"fire - consequence, fatality, evacuation, mining",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1470,"burns, fire - consequence, fatality, damage to equipment, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6, plant_con7",equipment_NA
1471,"fire - consequence, damage to equipment, contamination, design or procedure error, unknown chemicals",uncategorised_act4,causes_NA,"environmental_con1, explosion_con2, fire_con3, plant_con7",storage_eq13
1472,"fire - consequence, contamination, warehousing",uncategorised_act4,causes_NA,"fire_con3, plant_con7",storage_eq13
1473,"storage, storage equipment, fire - consequence, gas / vapour release, toxic fumes",uncategorised_act4,causes_NA,"environmental_con1, fire_con3",equipment_NA
1474,fire - consequence,uncategorised_act4,causes_NA,"fire_con3, people_con6",storage_eq13
1475,"unwanted chemical reaction, storage",uncategorised_act4,causes_NA,"environmental_con1, people_con6","heatingcooling_eq2, storage_eq13"
1476,"fire - consequence, damage to equipment, storage, injury",uncategorised_act4,causes_NA,"fire_con3, people_con6, plant_con7",equipment_NA
1477,"fire - consequence, evacuation, storage, injury",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1478,keyword_NA,uncategorised_act4,causes_NA,explosion_con2,pipingfittings_eq5
1479,"fatality, safety procedures inadequate, injury, mining",uncategorised_act4,human_cau4,"explosion_con2, people_con6",tools_eq15
1480,"laboratory work, injury",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1481,"gas / vapour release, mechanical equipment failure, injury",uncategorised_act4,causes_NA,"environmental_con1, explosion_con2, people_con6","pipingfittings_eq5, storage_eq13"
1482,"mechanical equipment failure, storage",uncategorised_act4,causes_NA,"environmental_con1, people_con6, plant_con7",storage_eq13
1483,"excavation damage, evacuation, injury",uncategorised_act4,external_cau3,"environmental_con1, people_con6",storage_eq13
1484,"fire - consequence, storage tanks,",uncategorised_act4,causes_NA,"explosion_con2, fire_con3",equipment_NA
1485,"hot work, injury",uncategorised_act4,equipment_cau2,"explosion_con2, people_con6",", solids_eq12"
1486,"ecological damage, pollution, demolition",uncategorised_act4,causes_NA,environmental_con1,equipment_NA
1487,"fall, injury",uncategorised_act4,causes_NA,"people_con6, plant_con7",tools_eq15
1488,"bulldozer/jcb/digger, gas / vapour release, injury",uncategorised_act4,causes_NA,"environmental_con1, people_con6",transport_eq16
1489,"fire - consequence, laboratory work, injury",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",equipment_NA
1490,"fire - consequence, exploration",uncategorised_act4,causes_NA,fire_con3,equipment_NA
1491,"fire - consequence, storage equipment",uncategorised_act4,causes_NA,fire_con3,equipment_NA
1492,"operator error, asphyxiation, injury",uncategorised_act4,human_cau4,people_con6,pipingfittings_eq5
1493,"fatality, mining",uncategorised_act4,causes_NA,people_con6,equipment_NA
1494,"evacuation, storage, toxic chemical",uncategorised_act4,external_cau3,people_con6,storage_eq13
1495,"fire - consequence, storage",uncategorised_act4,causes_NA,fire_con3,equipment_NA
1496,"fire - consequence, damage to equipment, spill, corrosion, heating equipment",uncategorised_act4,equipment_cau2,"environmental_con1, explosion_con2, fire_con3, plant_con7",", storage_eq13"
1497,"tank failure, spill, pollution, damage to equipment, storage tanks",uncategorised_act4,equipment_cau2,"environmental_con1, plant_con7",equipment_NA
1498,keyword_NA,uncategorised_act4,causes_NA,people_con6,equipment_NA
1499,"lifting equipment, fatality, electrical equipment failure",uncategorised_act4,causes_NA,people_con6,equipment_NA
1500,"fatality, fall, safety procedures inadequate, injury",uncategorised_act4,human_cau4,"people_con6, plant_con7",equipment_NA
1501,"laboratory work, evacuation, fatality, injury",uncategorised_act4,causes_NA,people_con6,equipment_NA
1502,"fire - consequence, storage, fatality",uncategorised_act4,causes_NA,"explosion_con2, fire_con3, people_con6",storage_eq13
1503,"exploration, capsize of platform, mechanical equipment failure",uncategorised_act4,causes_NA,plant_con7,equipment_NA
1504,"spill, offshore",uncategorised_act4,causes_NA,environmental_con1,equipment_NA
1505,"fatality, injury, mining",uncategorised_act4,causes_NA,"people_con6, plant_con7",equipment_NA
1506,"fire - consequence, people",uncategorised_act4,causes_NA,"fire_con3, people_con6",transport_eq16
1507,"exploration, fatality, explosive",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1508,"fall, fatality, evacuation",uncategorised_act4,causes_NA,people_con6,storage_eq13
1509,"gas / vapour release, warehousing, fracture, operator error, people",uncategorised_act4,"equipment_cau2, human_cau4",environmental_con1,", storage_eq13, transport_eq16"
1510,"fire - consequence, warehousing",uncategorised_act4,causes_NA,fire_con3,storage_eq13
1511,"solids processing, injury, fatality, mining",uncategorised_act4,external_cau3,people_con6,equipment_NA
1512,"excavation, fatality",uncategorised_act4,causes_NA,"explosion_con2, people_con6",pipingfittings_eq5
1513,"spill, pollution, mechanical equipment failure, design or procedure error, storage tanks",uncategorised_act4,causes_NA,environmental_con1,equipment_NA
1514,"hot work, fatality, offshore",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1515,"evacuation, inspection, fatality, mining",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
1516,"fatality, injury, mining",uncategorised_act4,causes_NA,"explosion_con2, people_con6",equipment_NA
